tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
2841.00,48500732_0,15.56,12.44,2655.00,0.00,305214685_0,0.20,0.00,tripinfo_885 emissions_885 fcd_885,186.00,885,0,802.02,0.90,0.00,100.90,DEFAULT_VEHTYPE,,3,72.00,487721.904840,18502.001202,95.656108,211.407935,10.184998,0,155565.944944
2845.00,48501815#2_0,0.20,14.31,2589.00,0.00,42201277#5_0,5.10,0.00,tripinfo_863 emissions_863 fcd_863,256.00,863,0,1611.99,1.07,0.00,129.22,DEFAULT_VEHTYPE,,3,83.00,687480.526551,21909.069190,115.594715,289.413532,13.373598,0,219280.438343
2850.00,42141326#2_1,95.75,6.95,2703.00,0.00,-410645792_0,5.10,0.00,tripinfo_901 emissions_901 fcd_901,147.00,901,0,696.64,0.96,0.00,44.73,DEFAULT_VEHTYPE,,2,22.00,299497.842512,10734.809505,55.771927,126.280868,5.612194,0,95529.444939
2852.00,42492699#4_0,53.08,6.62,2595.00,0.00,45421575#1_0,5.10,0.00,tripinfo_865 emissions_865 fcd_865,257.00,865,0,1458.04,0.88,0.00,122.41,DEFAULT_VEHTYPE,,3,93.00,650295.731006,22591.296070,117.810971,273.573555,12.584424,0,207421.162487
2857.00,398532019#2_0,151.13,13.38,2676.00,0.00,389741417#1_0,5.10,0.00,tripinfo_892 emissions_892 fcd_892,181.00,892,0,1376.64,0.98,0.00,64.42,DEFAULT_VEHTYPE,,2,35.00,486160.421176,12552.759536,68.157676,199.648205,8.785452,0,155065.818167
2862.00,972644144#1_0,71.12,13.42,2742.00,0.00,559910546#5_0,0.20,0.00,tripinfo_914 emissions_914 fcd_914,120.00,914,0,500.06,0.99,0.00,82.89,DEFAULT_VEHTYPE,,3,66.00,377466.980824,14523.404241,74.828869,163.340839,8.023589,0,120398.583510
2867.00,186249134_0,40.14,13.93,2799.00,3.00,300069417#0_0,5.10,0.00,tripinfo_932 emissions_932 fcd_932,68.00,932,0,711.29,1.01,0.00,12.50,DEFAULT_VEHTYPE,,0,0.00,243245.075688,3618.890307,21.884265,98.677165,4.220783,0,77583.978438
2882.00,334968130#1_1,0.20,4.27,2622.00,0.00,1023791771#1_0,5.10,0.00,tripinfo_874 emissions_874 fcd_874,260.00,874,0,553.06,1.02,0.00,202.31,DEFAULT_VEHTYPE,,4,177.00,668599.586792,34139.661800,171.092835,297.702384,15.297031,0,213263.609216
2885.00,334968130#0_1,0.20,6.75,2685.00,0.00,42143918#4_0,5.10,0.00,tripinfo_895 emissions_895 fcd_895,200.00,895,0,1597.97,1.19,0.00,68.44,DEFAULT_VEHTYPE,,2,33.00,537059.908764,12923.023879,71.095436,220.231956,9.567845,0,171300.241688
2887.00,1023791772_0,3.94,4.83,2664.00,0.00,370601722#0_0,5.10,0.00,tripinfo_888 emissions_888 fcd_888,223.00,888,0,1240.42,0.93,0.00,115.72,DEFAULT_VEHTYPE,,3,85.00,579049.470151,20113.341801,104.937973,245.008482,11.454768,0,184695.862960
2892.00,-48202922_0,107.68,13.07,2619.00,0.00,48583899#0_0,5.10,0.00,tripinfo_873 emissions_873 fcd_873,273.00,873,0,1580.74,0.99,0.00,136.80,DEFAULT_VEHTYPE,,4,99.00,744554.563161,24857.003552,130.344962,315.680356,14.783112,0,237485.274038
2892.00,940158936#1_0,42.31,7.14,2792.00,32.00,389741416_0,2.47,0.00,tripinfo_920 emissions_920 fcd_920,100.00,920,0,711.41,0.91,0.00,13.85,DEFAULT_VEHTYPE,,0,0.00,214328.950750,4817.100850,26.821105,85.998137,3.332595,0,68362.468987
2893.00,-389741416_0,2.47,13.83,2709.00,0.00,48909342#5_0,5.10,0.00,tripinfo_903 emissions_903 fcd_903,184.00,903,0,847.76,1.00,0.00,107.92,DEFAULT_VEHTYPE,,3,77.00,537580.347888,19552.110020,101.486349,231.703361,11.174523,0,171468.590734
2893.00,48202922_1,107.71,14.45,2795.00,2.00,-48202922_0,5.10,0.00,tripinfo_931 emissions_931 fcd_931,98.00,931,0,939.96,1.09,0.00,30.70,DEFAULT_VEHTYPE,,1,11.00,345129.586125,6667.748297,38.328337,142.732015,6.411693,0,110080.987118
2899.00,40668087#4_0,113.68,8.79,2658.00,0.00,399285450#0_0,5.10,0.00,tripinfo_886 emissions_886 fcd_886,241.00,886,0,1598.70,1.10,0.00,85.20,DEFAULT_VEHTYPE,,2,54.00,637642.626364,17805.865630,95.760139,265.401928,11.733891,0,203383.092115
2901.00,48202922_1,107.71,12.98,2697.00,0.00,337277984#0_0,5.10,0.00,tripinfo_899 emissions_899 fcd_899,204.00,899,0,1176.39,0.94,0.00,69.87,DEFAULT_VEHTYPE,,2,48.00,465165.619764,15054.687150,79.143128,192.395505,8.311066,0,148371.243328
2902.00,47861236_0,25.30,13.70,2811.00,0.00,-389741416_0,2.47,0.00,tripinfo_937 emissions_937 fcd_937,91.00,937,0,725.40,0.99,0.00,32.89,DEFAULT_VEHTYPE,,1,15.00,283246.071414,6544.303638,36.207758,117.060462,5.236592,0,90343.591308
2906.00,399285450#1_0,38.62,6.20,2829.00,0.00,559910546#4_0,0.20,0.00,tripinfo_943 emissions_943 fcd_943,77.00,943,0,224.22,0.87,0.00,56.38,DEFAULT_VEHTYPE,,1,46.00,221415.166953,9875.871829,50.192970,98.442561,5.060859,0,70624.034439
2907.00,60204530_0,331.36,15.10,2688.00,0.00,42195044#8_0,5.10,0.00,tripinfo_896 emissions_896 fcd_896,219.00,896,0,1476.51,1.10,0.00,102.82,DEFAULT_VEHTYPE,,3,77.00,599044.337111,19116.551177,100.743252,250.047539,11.615956,0,191072.786511
2909.00,305215243_0,256.11,15.41,2643.00,0.00,42492699#1_0,5.10,0.00,tripinfo_881 emissions_881 fcd_881,266.00,881,0,1647.04,1.11,0.00,136.77,DEFAULT_VEHTYPE,,4,99.00,732401.494646,24117.808502,126.408315,306.905031,14.246320,0,233609.069907
2909.00,45421576#0_0,82.69,12.63,2700.00,0.00,42195044#6_0,5.10,0.00,tripinfo_900 emissions_900 fcd_900,209.00,900,0,691.61,0.98,0.00,131.12,DEFAULT_VEHTYPE,,4,104.00,524917.092552,23371.750600,118.622561,228.140838,11.089541,0,167431.955007
2911.00,416775490#1_0,0.20,12.00,2667.00,0.00,48202923_0,5.10,0.00,tripinfo_889 emissions_889 fcd_889,244.00,889,0,1590.46,0.95,0.00,104.09,DEFAULT_VEHTYPE,,4,69.00,649122.707379,19585.108383,104.031564,270.260501,12.172155,0,207045.564827
2912.00,42201277#1_0,20.18,6.34,2646.00,0.00,337277984#0_0,5.10,0.00,tripinfo_882 emissions_882 fcd_882,266.00,882,0,1118.10,0.79,0.00,100.91,DEFAULT_VEHTYPE,,2,73.00,550826.649784,22129.096325,113.384902,232.872539,10.421033,0,175696.039033
2913.00,40668087#5_0,112.79,6.62,2634.00,0.00,402762621_0,5.10,0.00,tripinfo_878 emissions_878 fcd_878,279.00,878,0,1562.12,0.92,0.00,85.97,DEFAULT_VEHTYPE,,2,51.00,605520.569086,19572.640316,102.951372,251.127519,10.864059,0,193139.369280
2918.00,893253783_0,93.16,9.06,2748.00,0.00,65107406#1_0,0.20,0.00,tripinfo_916 emissions_916 fcd_916,170.00,916,0,1303.88,1.14,0.00,78.62,DEFAULT_VEHTYPE,,2,49.00,545623.529638,14709.996903,79.400554,227.021996,10.477572,0,174031.930905
2919.00,893240697_0,19.38,7.19,2805.00,0.00,48909342#1_0,5.10,0.00,tripinfo_935 emissions_935 fcd_935,114.00,935,0,1311.32,0.95,0.00,10.70,DEFAULT_VEHTYPE,,0,0.00,269326.973526,2910.332996,19.086635,101.294694,3.666248,0,85903.486546
2922.00,389741417#0_1,9.38,14.25,2775.00,0.00,42143918#11_0,5.10,0.00,tripinfo_925 emissions_925 fcd_925,147.00,925,0,753.44,1.07,0.00,86.23,DEFAULT_VEHTYPE,,2,66.00,424733.733202,15544.949154,80.539964,181.943416,8.769459,0,135474.784878
2928.00,42201277#4_1,73.87,9.51,2754.00,0.00,-389741416_0,2.47,0.00,tripinfo_918 emissions_918 fcd_918,174.00,918,0,889.41,1.18,0.00,102.80,DEFAULT_VEHTYPE,,2,77.00,547942.834714,18993.138400,99.348131,236.200496,11.454245,0,174773.221694
2928.00,42201277#5_0,82.33,7.09,2865.00,0.00,42195044#0_0,5.10,0.00,tripinfo_955 emissions_955 fcd_955,63.00,955,0,431.31,0.95,0.00,7.56,DEFAULT_VEHTYPE,,0,0.00,130431.113885,3044.592623,16.803522,51.505859,1.880905,0,41602.602335
2931.00,48500732_0,15.56,15.25,2823.00,0.00,554582109#2_0,0.20,0.00,tripinfo_941 emissions_941 fcd_941,108.00,941,0,474.49,1.12,0.00,65.21,DEFAULT_VEHTYPE,,3,48.00,313633.649962,11838.460349,61.177991,135.139979,6.528973,0,100037.996034
2932.00,334968591#3_0,68.37,8.03,2832.00,0.00,42492699#2_0,5.10,0.00,tripinfo_944 emissions_944 fcd_944,100.00,944,0,752.55,0.99,0.00,11.88,DEFAULT_VEHTYPE,,0,0.00,215217.392730,4476.902075,25.300949,86.111200,3.325713,0,68645.650151
2941.00,42195044#5_1,100.10,8.17,2790.00,0.00,49582170_0,5.10,0.00,tripinfo_930 emissions_930 fcd_930,151.00,930,0,696.45,1.01,0.00,69.10,DEFAULT_VEHTYPE,,3,47.00,352994.797677,13419.355793,69.262903,150.147313,6.887486,0,112593.334639
2945.00,894151134#1_0,1.43,8.14,2913.00,0.00,48909342#3_0,5.10,0.00,tripinfo_971 emissions_971 fcd_971,32.00,971,0,346.56,0.99,0.00,4.50,DEFAULT_VEHTYPE,,0,0.00,97152.659331,1328.743662,8.239724,38.005700,1.504506,0,30987.388157
2946.00,940158936#2_1,73.36,7.54,2901.00,0.00,-410645794_0,5.10,0.00,tripinfo_967 emissions_967 fcd_967,45.00,967,0,346.44,0.95,0.00,11.07,DEFAULT_VEHTYPE,,0,0.00,132927.308691,2721.913355,15.517607,56.034863,2.498599,0,42397.909564
2953.00,48583899#1_0,108.38,8.11,2778.00,0.00,300069417#1_0,5.10,0.00,tripinfo_926 emissions_926 fcd_926,175.00,926,0,1152.99,1.11,0.00,80.74,DEFAULT_VEHTYPE,,2,59.00,487747.367470,15178.585739,80.255319,204.906696,9.518310,0,155572.819974
2954.00,559910546#0_1,0.20,5.48,2922.00,0.00,542440756_0,5.10,0.00,tripinfo_974 emissions_974 fcd_974,32.00,974,0,354.38,1.06,0.00,7.82,DEFAULT_VEHTYPE,,0,0.00,116306.956451,1753.372817,10.614626,47.208064,2.056393,0,37096.558604
2957.00,42201277#3_1,74.06,7.77,2859.00,0.00,-47861237_0,5.10,0.00,tripinfo_953 emissions_953 fcd_953,98.00,953,0,579.94,0.98,0.00,37.88,DEFAULT_VEHTYPE,,1,21.00,251351.463002,7636.861678,40.607569,105.629607,4.719074,0,80171.566506
2958.00,300069416#1_0,1.65,6.34,2772.00,0.00,-49578956_0,5.10,0.00,tripinfo_924 emissions_924 fcd_924,186.00,924,0,848.42,0.87,0.00,87.51,DEFAULT_VEHTYPE,,3,63.00,444928.648053,16731.545228,86.387466,189.339706,8.775423,0,141916.923599
2969.00,300069417#2_0,54.04,10.78,2784.00,0.00,48909342#1_0,5.10,0.00,tripinfo_928 emissions_928 fcd_928,185.00,928,0,1588.81,1.00,0.00,46.06,DEFAULT_VEHTYPE,,2,16.00,447405.325890,9373.544359,52.588983,178.385725,7.308045,0,142703.988317
2978.00,300069417#2_0,54.04,10.61,2736.00,0.00,559910546#3_0,0.20,0.00,tripinfo_912 emissions_912 fcd_912,242.00,912,0,1293.30,1.01,0.00,120.71,DEFAULT_VEHTYPE,,2,92.00,633934.155107,22351.751857,116.355063,267.885818,12.352181,0,202202.452143
2983.00,42143918#11_0,81.88,7.64,2883.00,0.00,42195044#2_0,5.10,0.00,tripinfo_961 emissions_961 fcd_961,100.00,961,0,271.58,0.97,0.00,66.30,DEFAULT_VEHTYPE,,2,56.00,255960.931838,12152.516989,61.294004,112.531934,5.584494,0,81643.712282
2985.00,-48202922_1,107.68,11.91,2814.00,0.00,48202929#1_0,0.20,0.00,tripinfo_938 emissions_938 fcd_938,171.00,938,0,1245.57,0.94,0.00,60.61,DEFAULT_VEHTYPE,,1,43.00,432010.742703,12120.434582,64.901281,176.771905,7.704924,0,137794.966996
2985.00,1023791771#4_0,26.20,7.79,2826.00,0.00,398532019#0_0,5.10,0.00,tripinfo_942 emissions_942 fcd_942,159.00,942,0,886.23,1.08,0.00,76.73,DEFAULT_VEHTYPE,,2,49.00,442513.594031,14407.341389,75.849687,188.118515,8.753154,0,141145.162997
2989.00,-48202930_0,100.37,8.09,2853.00,0.00,547510537_0,5.10,0.00,tripinfo_951 emissions_951 fcd_951,136.00,951,0,816.44,1.05,0.00,63.61,DEFAULT_VEHTYPE,,2,38.00,402009.569085,11916.322998,63.641640,170.453087,7.892063,0,128225.243515
2994.00,300069417#2_0,54.04,10.77,2739.00,0.00,552654210_0,5.10,0.00,tripinfo_913 emissions_913 fcd_913,255.00,913,0,1542.36,1.08,0.00,124.97,DEFAULT_VEHTYPE,,3,74.00,708562.409766,21985.125095,116.590853,301.831599,14.188124,0,226003.866979
2994.00,42201276#1_0,75.86,8.29,2844.00,0.00,42143918#2_0,5.10,0.00,tripinfo_948 emissions_948 fcd_948,150.00,948,0,1059.11,1.00,0.00,21.92,DEFAULT_VEHTYPE,,1,4.00,295541.221319,6960.029441,38.384023,117.282109,4.401257,0,94266.400736
2996.00,42201276#1_1,75.86,8.43,2934.00,0.00,300069416#1_0,1.65,0.00,tripinfo_978 emissions_978 fcd_978,62.00,978,0,494.08,1.14,0.00,12.15,DEFAULT_VEHTYPE,,1,1.00,154224.820977,3190.814467,18.029737,62.562209,2.568765,0,49191.284716
3002.00,604749597_0,56.51,14.90,2748.00,15.00,48501815#2_0,0.20,0.00,tripinfo_911 emissions_911 fcd_911,254.00,911,0,1217.04,1.14,0.00,171.89,DEFAULT_VEHTYPE,,4,137.00,751233.676863,28960.015254,149.001605,322.427667,15.744567,0,239617.258497
3005.00,1023791771#0_0,49.91,8.31,2706.00,0.00,48501815#0_0,5.10,0.00,tripinfo_902 emissions_902 fcd_902,299.00,902,0,795.67,1.00,0.00,225.60,DEFAULT_VEHTYPE,,3,201.00,813005.231169,38820.196475,195.764048,360.252385,18.390857,0,259323.313118
3018.00,399285452#3_0,41.55,7.35,2475.00,0.00,42201277#5_0,5.10,0.00,tripinfo_825 emissions_825 fcd_825,543.00,825,0,1926.77,0.91,0.00,349.29,DEFAULT_VEHTYPE,,8,295.00,1375020.803981,61595.283888,312.355747,597.147741,29.240089,0,438588.302116
3018.00,48501815#2_0,0.20,7.98,2808.00,0.00,389741419_0,5.10,0.00,tripinfo_936 emissions_936 fcd_936,210.00,936,0,1220.72,1.01,0.00,104.41,DEFAULT_VEHTYPE,,3,70.00,582584.456359,19112.624392,100.400956,246.528451,11.446206,0,185822.710971
3018.00,42143918#12_0,83.60,7.19,2886.00,0.00,-410645793_0,5.10,0.00,tripinfo_962 emissions_962 fcd_962,132.00,962,0,678.77,0.90,0.00,21.93,DEFAULT_VEHTYPE,,0,0.00,250575.911586,7424.233095,39.505331,102.408248,4.134696,0,79924.660230
3020.00,554582109#2_0,0.20,3.28,2787.00,0.00,542435211_0,0.20,0.00,tripinfo_929 emissions_929 fcd_929,233.00,929,0,809.49,0.82,0.00,124.69,DEFAULT_VEHTYPE,,4,95.00,542316.015871,23509.906727,119.624982,234.784390,11.249180,0,172981.462818
3021.00,604749597_1,56.51,10.96,2955.00,0.00,370601722#0_0,5.10,0.00,tripinfo_985 emissions_985 fcd_985,66.00,985,0,558.89,0.85,0.00,15.08,DEFAULT_VEHTYPE,,0,0.00,209912.096904,3846.120642,22.435970,87.218113,3.820390,0,66952.533394
3024.00,42195044#3_0,100.03,8.06,2877.00,0.00,-48202923_0,5.10,0.00,tripinfo_959 emissions_959 fcd_959,147.00,959,0,1142.82,1.03,0.00,46.15,DEFAULT_VEHTYPE,,1,23.00,420877.797668,10127.538597,55.837258,174.283455,7.672838,0,134242.667016
3026.00,285931678_0,100.10,8.47,2835.00,0.00,1023791771#0_0,5.10,0.00,tripinfo_945 emissions_945 fcd_945,191.00,945,0,713.81,1.10,0.00,111.91,DEFAULT_VEHTYPE,,4,84.00,481260.288844,20204.546245,103.175981,207.991313,9.942505,0,153506.271637
3031.00,42201276#2_0,205.35,6.82,2946.00,0.00,48202922_0,5.10,0.00,tripinfo_982 emissions_982 fcd_982,85.00,982,0,540.39,0.97,0.00,21.88,DEFAULT_VEHTYPE,,1,9.00,194876.594672,5410.395713,29.125009,80.542513,3.418521,0,62158.162128
3032.00,48501815#3_0,0.20,11.61,2889.00,0.00,49577049#1_0,5.10,0.00,tripinfo_963 emissions_963 fcd_963,143.00,963,0,923.72,0.93,0.00,59.65,DEFAULT_VEHTYPE,,2,39.00,399701.572696,11887.878513,63.351097,167.050072,7.528869,0,127489.499420
3034.00,334968130#1_1,0.20,5.05,2967.00,0.00,-389741417#0_0,5.10,0.00,tripinfo_989 emissions_989 fcd_989,67.00,989,0,504.11,0.76,0.00,12.54,DEFAULT_VEHTYPE,,0,0.00,156834.775476,3123.504237,17.838169,63.428365,2.561408,0,50023.728504
3040.00,893253783_0,93.16,7.81,2721.00,0.00,305214684_0,5.10,0.00,tripinfo_907 emissions_907 fcd_907,319.00,907,0,1314.34,0.99,0.00,212.13,DEFAULT_VEHTYPE,,5,178.00,874711.531919,36500.520823,186.286340,378.373644,18.642348,0,279003.737515
3044.00,42201277#4_0,73.87,6.18,2781.00,0.00,492470515#0_0,0.20,0.00,tripinfo_927 emissions_927 fcd_927,263.00,927,0,1662.15,0.86,0.00,82.82,DEFAULT_VEHTYPE,,3,47.00,613563.232550,17762.270035,94.961637,252.561063,10.816349,0,195703.660473
3048.00,399285450#2_0,310.05,7.39,2997.00,0.00,399285450#1_0,5.10,0.00,tripinfo_999 emissions_999 fcd_999,51.00,999,0,357.91,0.96,0.00,5.66,DEFAULT_VEHTYPE,,0,0.00,97902.420933,2235.783670,12.392244,38.724153,1.426578,0,31227.131343
3050.00,-402762621_0,55.79,2.57,2970.00,0.00,-48202929#1_0,0.20,0.00,tripinfo_990 emissions_990 fcd_990,80.00,990,0,545.74,0.98,0.00,14.09,DEFAULT_VEHTYPE,,0,0.00,167732.308260,3999.919575,21.937382,66.851259,2.701267,0,53500.083400
3052.00,42201276#3_0,466.37,8.46,2862.00,0.00,-410645794_0,5.10,0.00,tripinfo_954 emissions_954 fcd_954,190.00,954,0,1265.10,1.12,0.00,62.70,DEFAULT_VEHTYPE,,2,33.00,465632.804901,12870.308003,69.349930,191.917039,8.202162,0,148518.995434
3055.00,-604749597_0,56.51,10.71,2727.00,0.00,559910546#2_0,5.10,0.00,tripinfo_909 emissions_909 fcd_909,328.00,909,0,1786.65,0.79,0.00,124.24,DEFAULT_VEHTYPE,,2,85.00,759688.483862,25657.067306,134.406386,319.718901,14.377884,0,242313.289931
3060.00,-402762621_0,55.79,2.13,2907.00,0.00,65107406#0_0,0.20,0.00,tripinfo_969 emissions_969 fcd_969,153.00,969,0,973.69,1.13,0.00,63.71,DEFAULT_VEHTYPE,,1,30.00,412448.159480,12109.082831,64.609432,173.459337,8.043720,0,131554.771817
3063.00,-1023791772_0,3.94,6.76,2940.00,0.00,334968130#1_0,0.20,0.00,tripinfo_980 emissions_980 fcd_980,123.00,980,0,646.04,0.96,0.00,61.65,DEFAULT_VEHTYPE,,2,47.00,338979.600778,11893.491981,61.960785,144.036271,6.735906,0,108122.254588
3068.00,370601722#1_0,88.26,17.58,2800.00,1.00,399285450#1_0,5.10,0.00,tripinfo_933 emissions_933 fcd_933,268.00,933,0,1927.73,1.31,0.00,130.05,DEFAULT_VEHTYPE,,3,67.00,872617.920355,23370.588996,126.731518,369.982359,17.368775,0,278329.036158
3071.00,1023791771#3_0,70.84,8.75,2871.00,0.00,42195044#4_0,5.10,0.00,tripinfo_957 emissions_957 fcd_957,200.00,957,0,505.66,1.06,0.00,141.54,DEFAULT_VEHTYPE,,4,124.00,513494.745843,24803.884342,124.896822,225.788262,11.252055,0,163789.361753
3075.00,42141326#0_0,59.81,7.98,2919.00,0.00,972644144#0_0,5.10,0.00,tripinfo_973 emissions_973 fcd_973,156.00,973,0,1214.39,1.05,0.00,63.19,DEFAULT_VEHTYPE,,1,42.00,439537.029730,11702.486047,63.187746,181.136779,8.148199,0,140194.837715
3076.00,42141326#3_0,9.94,8.28,2961.00,0.00,49577049#1_0,5.10,0.00,tripinfo_987 emissions_987 fcd_987,115.00,987,0,478.02,1.03,0.00,61.69,DEFAULT_VEHTYPE,,2,44.00,280363.534332,11248.320276,57.724699,120.593204,5.692120,0,89426.562351
3081.00,402762623#1_0,27.78,2.00,2868.00,0.00,1023791771#4_0,5.10,0.00,tripinfo_956 emissions_956 fcd_956,213.00,956,0,1128.58,1.14,0.00,87.05,DEFAULT_VEHTYPE,,1,41.00,542611.176489,17250.250987,91.094019,229.998363,10.597581,0,173072.398952
3088.00,40668087#3_0,111.10,9.19,2952.00,0.00,337277984#1_0,5.10,0.00,tripinfo_984 emissions_984 fcd_984,136.00,984,0,1120.17,1.14,0.00,17.04,DEFAULT_VEHTYPE,,0,0.00,298434.673865,5578.597659,32.182427,116.819047,4.287922,0,95188.605382
3089.00,49577311#1_0,41.23,13.77,2988.00,0.00,389741417#0_0,5.10,0.00,tripinfo_996 emissions_996 fcd_996,101.00,996,0,878.58,1.04,0.00,16.58,DEFAULT_VEHTYPE,,0,0.00,273010.178734,4737.715309,27.807023,109.819279,4.456642,0,87078.405149
3094.00,424074247_0,33.09,12.33,2838.00,0.00,48866096_0,5.10,0.00,tripinfo_946 emissions_946 fcd_946,256.00,946,0,1688.36,1.04,0.00,120.84,DEFAULT_VEHTYPE,,3,73.00,775650.544089,22482.585546,120.297099,328.782952,15.389348,0,247401.557789
3100.00,334968591#3_0,68.37,6.62,2847.00,0.00,48201047_0,5.10,0.00,tripinfo_949 emissions_949 fcd_949,253.00,949,0,1549.11,0.92,0.00,69.16,DEFAULT_VEHTYPE,,3,37.00,547701.489712,16391.561694,87.043081,223.985479,9.392194,0,174696.839081
3109.00,552412427_0,128.95,7.91,2751.00,0.00,604749597_0,5.10,0.00,tripinfo_917 emissions_917 fcd_917,358.00,917,0,1738.81,0.99,0.00,195.02,DEFAULT_VEHTYPE,,4,157.00,913814.258522,35113.147445,180.967272,390.328522,18.540419,0,291475.295564
3114.00,42201278#0_0,84.15,8.63,2895.00,0.00,48866096_0,5.10,0.00,tripinfo_965 emissions_965 fcd_965,219.00,965,0,1605.01,1.04,0.00,91.33,DEFAULT_VEHTYPE,,4,57.00,651396.013550,17807.336824,96.023362,271.892980,12.407849,0,207769.284244
3114.00,552654210_0,100.96,13.07,2964.00,0.00,48909342#3_0,5.10,0.00,tripinfo_988 emissions_988 fcd_988,150.00,988,0,894.41,1.03,0.00,82.55,DEFAULT_VEHTYPE,,2,59.00,450505.199539,14473.298953,76.026736,190.023110,8.906505,0,143694.127221
3120.00,42195044#2_0,71.43,6.23,2985.00,0.00,-410645793_0,5.10,0.00,tripinfo_995 emissions_995 fcd_995,135.00,995,0,730.94,0.88,0.00,21.68,DEFAULT_VEHTYPE,,0,0.00,245148.053272,7126.219341,38.018529,100.548388,4.131407,0,78193.200360
3136.00,559910546#1_1,30.94,8.11,3009.00,0.00,552654210_0,5.10,0.00,tripinfo_1003 emissions_1003 fcd_1003,127.00,1003,0,590.90,1.04,0.00,83.43,DEFAULT_VEHTYPE,,2,58.00,397967.669679,14405.334165,74.924541,172.656174,8.462295,0,126936.980480
3137.00,893257053_0,38.12,6.76,3039.00,0.00,42201277#1_0,5.10,0.00,tripinfo_1013 emissions_1013 fcd_1013,98.00,1013,0,651.71,0.93,0.00,13.74,DEFAULT_VEHTYPE,,0,0.00,192679.833834,4803.313625,26.220544,76.525297,2.852725,0,61457.707671
3141.00,-972644144#0_0,280.48,12.88,3051.00,0.00,542434369#2_0,0.20,0.00,tripinfo_1017 emissions_1017 fcd_1017,90.00,1017,0,717.20,0.95,0.00,36.66,DEFAULT_VEHTYPE,,1,22.00,271052.861467,6839.122395,37.288311,111.408263,4.929463,0,86454.951199
3142.00,42201278#1_0,66.83,6.60,2874.00,0.00,305214685_0,0.20,0.00,tripinfo_958 emissions_958 fcd_958,268.00,958,0,1514.23,0.88,0.00,114.48,DEFAULT_VEHTYPE,,3,80.00,657174.182276,22179.579569,116.150881,277.160146,12.660424,0,209614.716287
3143.00,40668087#0_0,105.54,7.52,3123.00,0.00,1023791772_0,3.94,0.00,tripinfo_1041 emissions_1041 fcd_1041,20.00,1041,0,123.22,0.95,0.00,3.34,DEFAULT_VEHTYPE,,0,0.00,47818.182519,1316.402215,7.087573,19.638835,0.803286,0,15252.191930
3153.00,-48202923_1,90.70,6.83,2904.00,0.00,65107406#0_0,0.20,0.00,tripinfo_968 emissions_968 fcd_968,249.00,968,0,1138.06,1.05,0.00,151.82,DEFAULT_VEHTYPE,,4,110.00,669415.254535,25823.872678,133.011600,287.653981,13.784501,0,213520.222484
3160.00,1023791771#3_0,70.84,8.83,2958.00,0.00,48501815#2_0,0.20,0.00,tripinfo_986 emissions_986 fcd_986,202.00,986,0,841.27,1.14,0.00,129.97,DEFAULT_VEHTYPE,,3,103.00,591739.337104,23334.814480,120.070807,257.627100,12.708650,0,188744.037623
3160.00,48202923_0,90.71,13.70,3018.00,0.00,65107406#2_0,0.20,0.00,tripinfo_1006 emissions_1006 fcd_1006,142.00,1006,0,863.17,1.01,0.00,75.89,DEFAULT_VEHTYPE,,2,56.00,426226.136577,13703.640855,72.147857,180.347782,8.476629,0,135949.983432
3160.00,48202923_1,90.71,13.59,3057.00,0.00,337277984#6_0,5.10,0.00,tripinfo_1019 emissions_1019 fcd_1019,103.00,1019,0,359.16,1.00,0.00,70.01,DEFAULT_VEHTYPE,,2,55.00,294710.720177,12375.676941,63.263575,129.050527,6.410068,0,94002.736341
3165.00,542435212_1,24.60,10.18,2982.00,0.00,334968130#0_0,0.20,0.00,tripinfo_994 emissions_994 fcd_994,183.00,994,0,386.85,0.77,0.00,143.93,DEFAULT_VEHTYPE,,3,122.00,491846.238626,24352.587316,122.397973,218.524509,11.164147,0,156884.097786
3167.00,1023791771#4_1,26.20,7.47,3083.00,5.00,894151134#0_0,5.10,0.00,tripinfo_1026 emissions_1026 fcd_1026,84.00,1026,0,328.39,0.91,0.00,40.41,DEFAULT_VEHTYPE,,1,29.00,190068.702190,7795.987487,39.901148,81.894237,3.855948,0,60625.639158
3170.00,48501815#4_0,207.41,13.59,2937.00,0.00,42195044#6_0,5.10,0.00,tripinfo_979 emissions_979 fcd_979,233.00,979,0,969.56,1.01,0.00,136.99,DEFAULT_VEHTYPE,,6,103.00,607664.546973,24583.533936,125.990070,261.740256,12.557806,0,193824.545144
3177.00,49577742_0,178.37,9.25,2949.00,0.00,42195044#6_0,5.10,0.00,tripinfo_983 emissions_983 fcd_983,228.00,983,0,1320.53,0.89,0.00,64.62,DEFAULT_VEHTYPE,,2,34.00,499624.625866,15249.449817,80.825675,205.309852,8.635060,0,159362.144283
